hour,price,distance,surge_multiplier,cab_type,name
14,27.5,3.18,1.0,Lyft,Lux Black
14,15.5,1.22,1.0,Uber,Black
11,13.5,1.11,1.0,Lyft,Lux
0,3.0,1.03,1.0,Lyft,Shared
3,11.5,3.04,1.0,Uber,WAV
13,9.0,0.53,1.0,Lyft,Lyft XL
11,9.0,1.07,1.0,Lyft,Lyft
5,11.0,1.36,1.0,Lyft,Lyft XL
22,9.0,2.58,1.0,Lyft,Lyft
13,18.5,2.23,1.0,Uber,UberXL
2,10.0,2.36,1.0,Uber,UberPool
5,26.5,1.41,1.0,Uber,Black SUV
14,34.0,2.57,1.0,Lyft,Lux Black XL
10,7.5,1.23,1.0,Uber,UberPool
0,10.5,2.9,1.0,Lyft,Lyft
18,11.0,1.2,1.0,Lyft,Lyft XL
17,43.5,4.42,1.0,Uber,Black SUV
17,7.0,0.54,1.0,Lyft,Lyft
19,32.5,2.3,1.0,Uber,Black SUV
19,7.0,1.0,1.0,Uber,WAV
5,13.0,4.73,1.0,Uber,UberX
22,10.5,0.56,1.0,Lyft,Lyft XL
0,9.0,1.52,1.0,Lyft,Lyft
13,22.5,3.97,1.0,Lyft,Lux
2,16.5,0.64,1.0,Lyft,Lux Black
15,14.0,2.17,1.0,Uber,UberXL
22,10.5,2.27,1.0,Uber,WAV
23,26.0,2.43,1.0,Lyft,Lux Black
22,15.0,2.66,1.0,Uber,UberXL
12,7.5,0.92,1.0,Uber,WAV
10,7.5,1.22,1.0,Uber,WAV
21,26.0,0.43,1.0,Lyft,Lux Black XL
12,7.5,1.03,1.0,Uber,UberPool
17,11.0,1.4,1.0,Lyft,Lyft XL
0,18.5,2.66,1.0,Uber,UberXL
0,8.0,4.4,1.0,Uber,UberPool
15,22.5,2.53,1.0,Lyft,Lux
5,22.5,2.36,1.0,Lyft,Lux Black
16,14.0,1.7,1.0,Uber,UberXL
9,27.5,3.1,1.25,Lyft,Lux
4,15.5,1.3,1.0,Uber,Black
15,19.5,1.07,1.5,Lyft,Lux
8,16.5,2.87,1.0,Lyft,Lyft XL
3,12.5,3.45,1.0,Uber,UberPool
1,11.5,3.05,1.0,Uber,UberX
10,10.5,2.64,1.0,Lyft,Lyft
2,19.5,3.15,1.0,Uber,UberXL
9,19.5,2.16,1.0,Lyft,Lux Black
0,27.0,1.5,1.0,Uber,Black SUV
22,34.0,3.04,1.0,Lyft,Lux Black XL
18,7.5,0.27,1.0,Uber,UberPool
8,27.5,0.53,1.0,Lyft,Lux Black XL
13,7.0,1.21,1.0,Uber,WAV
1,9.5,2.84,1.0,Uber,UberX
12,26.0,0.42,1.0,Lyft,Lux Black XL
19,22.5,3.41,1.0,Lyft,Lux
9,7.0,0.59,1.0,Lyft,Lyft
13,16.5,2.18,1.0,Lyft,Lyft XL
15,9.0,2.0,1.0,Lyft,Lyft
23,19.5,1.35,1.0,Uber,Black
8,35.0,5.56,1.0,Uber,Black
5,9.5,2.84,1.0,Uber,WAV
17,27.5,3.19,1.0,Lyft,Lux Black
4,3.5,0.89,1.0,Lyft,Shared
15,13.0,4.4,1.0,Uber,WAV
13,26.5,0.62,1.0,Uber,Black SUV
15,25.5,3.05,1.0,Uber,Black
4,5.0,1.38,1.0,Lyft,Shared
11,28.0,3.23,1.0,Uber,Black
13,16.5,1.19,1.0,Lyft,Lux Black
19,19.5,2.21,1.0,Uber,Black
3,28.5,4.55,1.0,Uber,Black
23,6.5,0.72,1.0,Uber,UberPool
11,10.5,3.0,1.0,Lyft,Lyft
18,22.5,3.48,1.0,Lyft,Lux
21,13.5,1.06,1.0,Lyft,Lux
21,16.5,2.15,1.0,Lyft,Lux
19,7.5,1.3,1.0,Uber,UberX
16,28.5,1.77,1.0,Uber,Black SUV
18,8.5,2.46,1.0,Uber,UberPool
8,41.5,6.26,1.0,Uber,Black SUV
4,22.5,4.72,1.0,Lyft,Lyft XL
16,12.5,1.25,1.0,Uber,UberXL
0,13.5,1.72,1.0,Lyft,Lyft XL
19,7.0,0.72,1.0,Uber,UberPool
23,31.0,4.41,1.0,Uber,Black
15,9.0,1.64,1.0,Uber,UberX
12,13.5,4.17,1.0,Lyft,Lyft
3,42.5,2.52,1.5,Lyft,Lux Black
0,28.5,2.32,1.0,Uber,Black SUV
19,9.0,2.46,1.0,Uber,WAV
6,16.5,2.09,1.0,Lyft,Lux
20,5.0,1.2,1.0,Lyft,Shared
21,19.5,1.51,1.0,Lyft,Lux Black
23,9.0,1.43,1.0,Uber,UberX
0,18.0,3.22,1.0,Uber,UberXL
11,7.5,0.62,1.0,Uber,UberPool
8,38.5,3.31,1.0,Lyft,Lux Black XL
4,9.0,2.66,1.0,Uber,UberPool
0,26.0,2.13,1.0,Lyft,Lux Black
18,16.5,1.91,1.0,Lyft,Lux
7,6.5,0.62,1.0,Uber,UberPool
11,16.0,2.67,1.0,Uber,UberXL
5,42.5,4.73,1.0,Lyft,Lux Black XL
22,34.0,2.98,1.0,Uber,Black SUV
17,15.0,1.35,1.0,Uber,Black
15,7.0,1.31,1.0,Lyft,Lyft
5,5.5,1.03,1.0,Uber,UberPool
14,9.5,1.64,1.0,Uber,UberX
5,7.0,0.55,1.0,Lyft,Lyft
17,19.5,2.07,1.0,Lyft,Lux Black
14,7.0,2.37,1.0,Lyft,Shared
1,16.5,1.61,1.0,Uber,Black
18,26.0,0.59,1.0,Lyft,Lux Black XL
16,8.0,1.5,1.0,Uber,WAV
15,21.5,2.66,1.0,Uber,Black
1,8.0,1.39,1.0,Uber,UberPool
3,8.0,0.91,1.0,Uber,WAV
20,6.5,1.82,1.0,Uber,UberPool
13,19.5,3.23,1.0,Lyft,Lux
20,11.0,1.29,1.0,Lyft,Lyft XL
11,9.0,3.4,1.0,Uber,UberPool
1,9.0,2.46,1.0,Uber,UberPool
17,12.0,3.18,1.0,Uber,UberPool
21,16.0,2.61,1.0,Uber,UberXL
14,32.0,4.94,1.0,Uber,Black
10,16.5,1.09,1.0,Lyft,Lux Black
2,27.5,1.72,1.0,Lyft,Lux Black XL
22,11.0,2.62,1.0,Uber,UberX
1,27.5,3.45,1.0,Lyft,Lux Black
7,9.0,1.97,1.0,Uber,UberPool
7,11.5,1.35,1.0,Uber,UberXL
2,5.0,4.55,1.0,Lyft,Shared
21,10.5,2.73,1.0,Lyft,Lyft
5,15.5,1.03,1.0,Uber,Black
16,13.5,1.07,1.0,Lyft,Lux
22,19.5,2.91,1.0,Lyft,Lux
22,16.5,1.48,1.0,Lyft,Lux Black
10,26.0,5.7,1.0,Uber,UberXL
10,26.0,2.49,1.0,Lyft,Lux Black
7,9.5,1.34,1.0,Uber,UberX
6,22.5,2.19,1.0,Lyft,Lux Black
22,13.5,1.27,1.0,Lyft,Lux
20,8.5,0.63,1.0,Uber,WAV
14,22.5,3.44,1.0,Lyft,Lux
9,22.5,3.55,1.0,Lyft,Lux
0,27.5,3.16,1.0,Lyft,Lux Black
7,52.5,3.0,2.0,Lyft,Lux Black
6,11.0,2.79,1.0,Lyft,Lyft
19,34.0,4.13,1.0,Lyft,Lux Black
12,22.5,2.58,1.0,Uber,Black
3,39.5,4.52,1.0,Uber,Black SUV
4,9.0,1.84,1.0,Uber,UberX
22,19.5,1.31,1.0,Lyft,Lux Black
11,20.5,2.5,1.0,Uber,Black
13,16.5,3.31,1.0,Lyft,Lyft XL
14,7.5,0.55,1.0,Uber,WAV
1,10.0,3.22,1.0,Uber,UberPool
21,22.5,3.21,1.0,Lyft,Lux
13,38.5,3.47,1.25,Lyft,Lux Black
2,16.5,3.22,1.0,Lyft,Lyft XL
10,9.5,2.61,1.0,Uber,UberX
16,9.0,2.79,1.0,Uber,WAV
15,6.0,0.49,1.0,Uber,UberPool
8,10.5,1.5,1.0,Lyft,Lyft
13,10.5,0.53,1.0,Lyft,Lux
22,11.0,3.19,1.0,Lyft,Lyft
6,13.5,1.38,1.0,Lyft,Lux
11,10.5,1.63,1.0,Uber,WAV
23,5.0,2.05,1.0,Lyft,Shared
8,8.0,1.1,1.0,Uber,UberPool
4,14.0,2.27,1.0,Uber,UberXL
13,13.5,1.73,1.0,Lyft,Lyft XL
17,27.0,4.42,1.0,Uber,Black
3,8.5,1.41,1.0,Uber,WAV
11,27.0,0.55,1.0,Uber,Black SUV
0,27.0,0.39,1.0,Uber,Black SUV
10,32.5,2.68,1.0,Lyft,Lux Black XL
2,8.5,1.57,1.0,Uber,WAV
14,10.0,1.41,1.0,Uber,UberPool
16,17.5,3.3,1.0,Uber,UberXL
17,26.5,1.56,1.0,Uber,Black SUV
1,15.0,1.41,1.0,Uber,Black
19,9.0,1.5,1.0,Uber,UberPool
11,33.0,2.8,1.0,Uber,Black SUV
21,8.0,1.91,1.0,Uber,UberPool
7,15.0,0.49,1.0,Uber,Black
20,9.0,2.45,1.0,Lyft,Lyft
13,13.5,3.39,1.0,Uber,WAV
9,8.0,1.04,1.0,Uber,WAV
5,10.5,3.18,1.0,Lyft,Lyft
5,13.5,2.53,1.0,Lyft,Lyft XL
17,5.5,0.49,1.0,Uber,UberPool
17,26.0,0.62,1.0,Lyft,Lux Black XL
13,8.5,3.04,1.0,Uber,UberX
11,33.5,2.8,1.0,Uber,Black SUV
15,13.0,1.56,1.0,Uber,UberXL
7,7.0,1.71,1.0,Lyft,Shared
11,26.0,1.03,1.0,Uber,Black SUV
10,34.0,2.33,1.0,Uber,Black SUV
4,16.5,0.58,1.0,Lyft,Lux Black
9,19.5,1.46,1.0,Lyft,Lux Black
14,3.5,0.59,1.0,Lyft,Shared
9,19.5,1.66,1.0,Lyft,Lux Black
9,28.0,3.3,1.0,Uber,Black
15,10.5,0.73,1.0,Lyft,Lux
6,16.5,2.29,1.0,Lyft,Lyft XL
0,16.5,2.68,1.0,Lyft,Lyft XL
2,12.5,1.51,1.0,Uber,UberXL
4,30.0,2.01,1.0,Lyft,Lux Black XL
10,15.0,0.99,1.0,Uber,Black
4,3.0,3.21,1.0,Lyft,Shared
2,13.5,1.31,1.0,Lyft,Lux
17,16.5,2.63,1.0,Lyft,Lux
19,5.0,1.24,1.0,Lyft,Shared
17,13.5,1.38,1.0,Lyft,Lux
2,16.5,0.58,1.0,Lyft,Lux Black
10,18.0,2.84,1.0,Uber,UberXL
23,7.5,1.25,1.0,Uber,WAV
12,24.0,6.97,1.0,Uber,UberXL
4,7.0,2.15,1.0,Lyft,Shared
6,22.5,3.23,1.0,Lyft,Lux
16,7.0,0.56,1.0,Uber,WAV
10,8.5,2.86,1.0,Uber,UberPool
20,10.5,0.8,1.0,Uber,UberXL
16,12.0,2.74,1.0,Uber,UberPool
13,22.5,2.82,1.0,Lyft,Lux Black
16,16.5,1.34,1.0,Uber,UberXL
2,27.5,1.97,1.0,Uber,Black SUV
7,38.5,1.5,1.5,Lyft,Lux Black XL
2,7.0,1.43,1.0,Lyft,Lyft
7,22.5,1.78,1.0,Lyft,Lux Black
22,9.5,1.8,1.0,Uber,UberX
9,6.0,0.72,1.0,Uber,WAV
20,16.5,2.38,1.0,Lyft,Lux
13,7.0,2.83,1.0,Lyft,Shared
8,7.5,1.57,1.0,Uber,WAV
18,10.5,2.97,1.0,Lyft,Lyft
23,11.5,1.35,1.0,Uber,UberXL
14,24.0,3.07,1.0,Uber,Black
17,10.0,2.8,1.0,Uber,UberPool
17,13.0,1.5,1.0,Uber,UberXL
1,10.5,2.78,1.25,Lyft,Lyft
4,27.0,2.32,1.0,Uber,Black SUV
5,5.0,1.57,1.0,Lyft,Shared
6,11.0,1.02,1.0,Lyft,Lux
20,10.0,4.72,1.0,Uber,UberPool
3,10.5,1.05,1.0,Lyft,Lyft XL
19,26.5,0.63,1.0,Uber,Black SUV
3,30.0,2.1,1.0,Lyft,Lux Black XL
4,16.5,2.43,1.0,Lyft,Lyft XL
0,13.5,4.4,1.0,Uber,WAV
11,9.5,1.3,1.0,Uber,WAV
21,22.0,4.48,1.0,Uber,UberXL
23,14.0,2.14,1.0,Uber,UberXL
4,12.0,1.51,1.0,Uber,UberX
5,13.5,1.37,1.0,Lyft,Lux
12,13.5,1.49,1.0,Lyft,Lux
4,11.0,2.84,1.0,Uber,UberX
11,13.5,1.37,1.0,Lyft,Lux
18,7.0,3.31,1.0,Lyft,Shared
3,9.0,4.74,1.0,Lyft,Shared
18,16.5,1.58,1.25,Lyft,Lyft XL
2,16.5,3.08,1.0,Lyft,Lyft XL
1,27.5,0.46,1.0,Lyft,Lux Black XL
4,13.5,1.77,1.0,Lyft,Lyft XL
15,16.5,2.37,1.0,Lyft,Lux
17,13.5,1.37,1.0,Lyft,Lux
8,17.5,2.29,1.0,Uber,Black
2,27.5,0.75,1.0,Lyft,Lux Black XL
11,13.5,1.35,1.0,Uber,UberXL
3,26.5,0.92,1.0,Uber,Black SUV
10,13.5,1.72,1.0,Lyft,Lyft XL
4,19.5,2.66,1.0,Uber,Black
0,11.5,1.07,1.0,Uber,UberXL
11,10.5,1.08,1.0,Lyft,Lyft XL
4,31.5,2.84,1.0,Uber,Black SUV
0,10.5,2.82,1.0,Lyft,Lyft
0,9.5,2.94,1.0,Uber,WAV
7,9.5,1.57,1.0,Uber,WAV
7,27.5,1.51,1.0,Lyft,Lux Black XL
12,19.5,3.07,1.0,Uber,UberXL
7,13.5,2.0,1.0,Lyft,Lyft XL
10,17.0,2.08,1.0,Uber,UberXL
16,10.0,2.8,1.0,Uber,UberPool
22,27.5,3.21,1.0,Lyft,Lux Black
8,16.5,1.84,1.0,Lyft,Lux
7,16.0,3.05,1.0,Uber,UberXL
13,9.0,1.02,1.0,Lyft,Lyft
16,22.5,2.31,1.0,Lyft,Lux Black
13,7.5,2.32,1.0,Uber,UberPool
21,16.5,1.51,1.0,Lyft,Lux Black
2,11.5,4.4,1.0,Uber,WAV
2,35.0,3.08,1.0,Uber,Black SUV
3,22.5,3.31,1.0,Lyft,Lux
17,7.5,0.99,1.0,Uber,UberX
15,7.0,2.28,1.0,Lyft,Shared
18,13.5,0.63,1.25,Lyft,Lux
6,28.5,1.8,1.0,Uber,Black SUV
11,9.0,0.49,1.0,Uber,UberXL
1,10.5,2.67,1.0,Uber,UberX
17,32.5,2.47,1.0,Lyft,Lux Black XL
14,45.5,3.06,1.25,Lyft,Lux Black XL
0,22.5,0.55,1.25,Lyft,Lux Black
8,19.5,3.05,1.0,Uber,UberXL
15,16.0,2.14,1.0,Uber,UberXL
10,5.0,1.05,1.0,Lyft,Shared
17,7.5,0.62,1.0,Uber,WAV
23,38.5,4.24,1.0,Lyft,Lux Black XL
7,27.5,0.53,1.0,Lyft,Lux Black XL
21,19.5,1.09,1.0,Lyft,Lux Black
5,13.5,1.51,1.25,Lyft,Lyft XL
1,26.5,7.46,1.0,Uber,UberXL
21,6.5,0.54,1.0,Uber,UberPool
4,27.5,3.0,1.25,Lyft,Lux
0,9.0,3.05,1.0,Uber,UberPool
21,9.0,1.34,1.0,Lyft,Lyft
12,23.0,2.72,1.0,Uber,Black
9,22.5,2.39,1.0,Lyft,Lux Black
13,73.5,2.78,2.0,Lyft,Lux Black XL
0,13.0,1.5,1.0,Uber,UberXL
11,36.0,3.31,1.0,Uber,Black SUV
0,9.5,2.56,1.0,Uber,UberPool
17,16.5,2.32,1.0,Lyft,Lyft XL
19,8.0,1.25,1.0,Uber,WAV
3,19.5,3.22,1.0,Lyft,Lyft XL
23,3.0,1.08,1.0,Lyft,Shared
21,8.0,1.56,1.0,Uber,UberX
12,24.0,2.62,1.0,Uber,Black
22,42.5,2.73,1.25,Lyft,Lux Black XL
1,11.0,3.14,1.0,Lyft,Lyft
10,24.0,3.15,1.0,Uber,Black
3,19.5,1.43,1.5,Lyft,Lux
8,11.0,2.96,1.0,Lyft,Lyft
15,9.0,1.35,1.0,Uber,UberPool
8,16.0,0.92,1.0,Uber,Black
4,12.0,1.34,1.0,Uber,UberXL
2,8.5,3.04,1.0,Uber,UberPool
13,10.5,1.06,1.0,Lyft,Lux
21,16.5,1.31,1.0,Lyft,Lux Black
14,38.0,5.56,1.0,Uber,Black
14,45.5,2.76,1.25,Lyft,Lux Black XL
23,26.0,1.36,1.0,Uber,Black SUV
6,8.5,3.04,1.0,Uber,UberX
9,3.0,2.68,1.0,Lyft,Shared
20,9.5,3.07,1.0,Uber,UberX
9,27.0,3.08,1.0,Uber,Black
0,13.5,2.44,1.5,Lyft,Lyft
20,5.0,1.54,1.0,Lyft,Shared
21,9.5,1.61,1.0,Uber,UberX
16,7.0,2.56,1.0,Lyft,Shared
23,3.0,1.05,1.0,Lyft,Shared
5,9.0,2.58,1.0,Uber,UberPool
9,7.0,1.44,1.0,Lyft,Lyft
19,30.5,2.7,1.0,Uber,Black SUV
11,19.0,3.31,1.0,Uber,UberXL
15,3.0,1.25,1.0,Lyft,Shared
21,8.0,1.41,1.0,Uber,WAV
22,19.5,2.91,1.0,Lyft,Lyft XL
14,8.5,2.66,1.0,Uber,UberPool
8,16.5,1.48,1.0,Lyft,Lux Black
0,7.5,1.04,1.0,Uber,UberPool
2,8.0,1.21,1.0,Uber,WAV
23,7.0,2.43,1.0,Lyft,Shared
19,9.0,2.46,1.0,Uber,UberPool
3,18.5,1.3,1.0,Uber,Black
21,26.0,1.57,1.0,Uber,Black SUV
13,7.0,1.0,1.0,Uber,WAV
22,7.0,3.31,1.0,Lyft,Shared
22,33.0,2.84,1.0,Uber,Black SUV
11,7.0,1.01,1.0,Lyft,Lyft
0,7.5,2.48,1.0,Uber,UberPool
18,19.5,4.21,1.0,Lyft,Lyft XL
21,26.0,4.57,1.0,Uber,Black
14,24.0,3.39,1.0,Uber,Black
7,16.5,1.53,1.25,Lyft,Lux
20,22.5,3.06,1.25,Lyft,Lyft XL
11,5.0,0.89,1.0,Lyft,Shared
17,10.0,4.4,1.0,Uber,UberPool
23,15.0,1.22,1.0,Uber,Black
0,16.5,1.23,1.0,Lyft,Lux Black
1,26.0,1.07,1.0,Uber,Black SUV
23,9.0,3.04,1.0,Uber,UberPool
16,45.5,2.44,1.5,Lyft,Lux Black XL
12,13.5,5.32,1.0,Lyft,Lyft
16,32.5,3.13,1.0,Lyft,Lux Black XL
2,10.5,0.69,1.0,Lyft,Lyft XL
20,29.5,1.83,1.0,Uber,Black SUV
14,9.5,2.66,1.0,Uber,WAV
11,10.0,1.82,1.0,Uber,UberPool
6,30.0,2.44,1.0,Lyft,Lux Black XL
1,13.5,7.46,1.0,Uber,UberPool
8,10.5,1.53,1.0,Lyft,Lyft XL
6,21.0,4.43,1.0,Uber,UberXL
17,7.5,3.05,1.0,Uber,UberPool
21,16.0,2.8,1.0,Uber,UberXL
8,12.5,1.16,1.0,Uber,UberXL
21,26.0,1.26,1.0,Lyft,Lux Black XL
2,19.5,3.16,1.0,Lyft,Lyft XL
6,22.5,4.59,1.75,Lyft,Lyft
20,11.0,3.3,1.0,Lyft,Lyft
20,34.0,2.98,1.0,Uber,Black SUV
14,27.5,3.45,1.0,Uber,UberXL
11,9.0,2.32,1.0,Uber,UberPool
11,7.5,0.78,1.0,Uber,WAV
18,9.5,2.66,1.0,Uber,UberX
14,13.5,4.42,1.0,Uber,UberX
7,32.5,1.93,1.0,Lyft,Lux Black XL
5,13.5,1.7,1.0,Lyft,Lyft XL
8,13.5,3.85,1.0,Lyft,Lyft
23,34.0,2.85,1.0,Lyft,Lux Black XL
15,16.0,1.61,1.0,Uber,Black
15,16.5,2.63,1.0,Lyft,Lyft XL
16,5.5,1.25,1.0,Uber,UberPool
11,13.5,1.86,1.0,Lyft,Lyft XL
4,13.5,0.66,1.25,Lyft,Lux
9,27.5,5.35,1.0,Lyft,Lux
15,7.0,1.34,1.0,Uber,UberPool
10,10.5,3.15,1.0,Uber,UberX
11,57.5,1.73,2.0,Lyft,Lux Black XL
11,9.0,2.22,1.0,Uber,WAV
5,11.5,3.3,1.0,Uber,WAV
17,9.0,1.91,1.0,Uber,UberPool
12,11.0,2.79,1.0,Uber,WAV
2,35.0,3.04,1.0,Uber,Black SUV
12,22.0,2.8,1.0,Uber,UberXL
14,19.5,3.23,1.5,Lyft,Lyft
6,10.0,1.61,1.0,Uber,UberPool
9,7.0,0.55,1.0,Uber,WAV
17,13.5,3.07,1.0,Uber,UberPool
23,19.5,3.06,1.0,Lyft,Lux
14,27.5,1.55,1.0,Lyft,Lux Black XL
17,16.5,0.73,1.0,Lyft,Lux Black
19,32.5,2.06,1.0,Lyft,Lux Black XL
5,7.5,0.99,1.0,Uber,UberPool
11,27.5,1.18,1.0,Lyft,Lux Black XL
19,17.0,2.86,1.0,Uber,UberXL
11,9.0,2.13,1.0,Lyft,Lyft
16,22.5,5.35,1.0,Lyft,Lyft XL
3,11.0,2.34,1.0,Uber,UberPool
6,7.0,1.28,1.0,Lyft,Lyft
19,11.5,0.92,1.0,Uber,UberXL
19,20.5,2.32,1.0,Uber,Black
22,13.5,1.1,1.0,Lyft,Lux
4,19.5,2.63,1.0,Lyft,Lux
19,6.5,1.3,1.0,Uber,UberPool
20,30.0,3.18,1.0,Lyft,Lux Black
11,27.5,1.04,1.0,Uber,Black SUV
0,7.0,1.14,1.0,Uber,UberPool
5,10.5,1.39,1.0,Lyft,Shared
0,7.0,1.26,1.0,Lyft,Lyft
8,32.5,2.75,1.0,Lyft,Lux Black XL
18,13.5,1.03,1.0,Lyft,Lux
15,7.5,2.5,1.0,Uber,UberPool
11,10.5,2.5,1.0,Uber,UberX
7,21.5,2.72,1.0,Uber,Black
21,7.0,1.16,1.0,Uber,UberPool
6,7.0,3.27,1.0,Lyft,Shared
22,5.0,1.49,1.0,Lyft,Shared
21,16.5,1.8,1.0,Lyft,Lux
13,33.0,0.9,1.0,Uber,Black SUV
14,26.0,0.82,1.0,Lyft,Lux Black XL
14,45.5,4.5,2.0,Lyft,Lyft XL
20,3.5,1.25,1.0,Lyft,Shared
16,7.0,0.93,1.0,Lyft,Lyft
8,13.5,5.7,1.0,Uber,UberPool
4,9.0,1.72,1.0,Lyft,Lyft
14,27.5,0.39,1.0,Uber,Black SUV
21,7.0,1.76,1.0,Lyft,Shared
22,8.0,1.04,1.0,Uber,UberX
0,9.0,2.48,1.0,Lyft,Shared
1,19.5,2.93,1.0,Lyft,Lux
22,16.0,0.7,1.0,Uber,Black
1,7.5,1.34,1.0,Uber,WAV
7,7.0,1.22,1.0,Lyft,Lyft
12,9.0,0.54,1.0,Lyft,Lyft XL
15,8.0,1.36,1.0,Uber,UberPool
20,16.0,1.22,1.0,Uber,Black
16,10.0,3.01,1.0,Uber,UberPool
23,12.5,1.56,1.0,Uber,UberXL
3,19.5,3.16,1.0,Lyft,Lyft XL
7,13.5,0.99,1.0,Lyft,Lux
7,16.5,2.56,1.0,Lyft,Lyft XL
10,9.5,2.84,1.0,Uber,UberX
12,22.5,2.14,1.0,Lyft,Lux Black
21,34.5,3.07,1.0,Uber,Black SUV
15,34.0,3.0,1.0,Lyft,Lux Black XL
14,22.5,3.01,1.0,Uber,Black
22,9.0,1.73,1.0,Lyft,Lyft
13,10.5,2.66,1.0,Uber,UberX
15,11.0,3.06,1.0,Lyft,Lyft
10,10.5,3.31,1.0,Uber,WAV
15,10.5,2.38,1.0,Lyft,Lyft
11,3.5,0.69,1.0,Lyft,Shared
7,15.0,2.3,1.0,Uber,WAV
0,10.5,2.66,1.0,Uber,UberX
11,13.5,2.84,1.0,Uber,UberPool
7,8.5,3.04,1.0,Uber,UberPool
13,25.0,2.88,1.0,Uber,Black
4,26.0,1.61,1.0,Lyft,Lux Black XL
0,7.0,3.26,1.0,Lyft,Shared
3,26.0,1.22,1.0,Uber,Black SUV
16,12.0,1.16,1.0,Uber,UberXL
11,10.0,2.66,1.0,Uber,UberPool
19,28.5,1.8,1.0,Uber,Black SUV
15,32.5,2.28,1.0,Lyft,Lux Black XL
23,32.5,3.17,1.0,Lyft,Lux Black
16,14.0,1.0,1.0,Uber,WAV
9,33.5,2.63,1.0,Uber,Black SUV
5,7.5,1.56,1.0,Uber,UberPool
13,7.5,2.46,1.0,Uber,UberPool
14,16.5,1.29,1.0,Lyft,Lux Black
4,10.5,2.71,1.0,Uber,WAV
13,24.0,2.79,1.0,Uber,Black
23,16.5,0.75,1.0,Lyft,Lux Black
9,8.0,1.94,1.0,Uber,UberX
4,12.5,1.16,1.0,Uber,UberXL
10,19.5,3.22,1.0,Lyft,Lux
7,36.0,3.04,1.0,Uber,Black SUV
14,27.0,0.39,1.0,Uber,Black SUV
11,13.5,1.7,1.0,Uber,UberXL
17,10.5,2.98,1.0,Uber,UberX
4,5.0,1.39,1.0,Lyft,Shared
15,7.0,4.53,1.0,Lyft,Shared
5,12.5,1.02,1.0,Uber,UberXL
2,12.0,1.22,1.0,Uber,UberXL
16,19.5,1.58,1.0,Uber,Black
11,8.5,1.41,1.0,Uber,UberX
4,13.5,1.74,1.0,Lyft,Lyft XL
18,16.5,0.73,1.0,Lyft,Lux Black
17,7.0,3.2,1.0,Lyft,Shared
16,16.5,1.56,1.0,Lyft,Lux
16,11.0,1.16,1.0,Lyft,Lyft XL
2,27.5,0.98,1.0,Uber,Black SUV
16,10.5,3.54,1.0,Lyft,Lyft
15,9.5,1.61,1.0,Uber,UberX
13,22.0,2.78,1.0,Uber,Black
22,7.5,1.22,1.0,Uber,UberPool
1,7.5,1.5,1.0,Uber,UberX
4,27.5,3.15,1.0,Lyft,Lux Black
5,10.5,0.64,1.0,Lyft,Lux
4,10.5,1.06,1.0,Lyft,Lyft XL
22,27.0,1.9,1.0,Uber,Black SUV
3,37.0,3.22,1.0,Uber,Black SUV
13,10.0,3.53,1.0,Uber,UberPool
8,6.5,0.39,1.0,Uber,WAV
22,9.0,2.32,1.0,Lyft,Lyft
19,11.0,0.56,1.0,Uber,UberXL
13,12.0,1.4,1.0,Uber,UberXL
3,13.5,2.56,1.0,Lyft,Lyft XL
7,19.0,2.58,1.0,Uber,Black
20,22.5,2.67,1.0,Uber,Black
2,11.0,3.44,1.0,Uber,WAV
21,13.0,4.4,1.0,Uber,UberX
14,7.0,1.24,1.0,Lyft,Lyft
5,10.5,0.99,1.0,Uber,UberXL
22,3.0,0.99,1.0,Lyft,Shared
10,9.5,2.25,1.0,Uber,UberX
19,16.0,1.25,1.0,Uber,Black
11,22.5,2.94,1.25,Lyft,Lux
21,13.5,1.0,1.0,Lyft,Lux
8,5.0,1.53,1.0,Lyft,Shared
12,34.0,2.3,1.0,Uber,Black SUV
17,22.5,3.23,1.0,Lyft,Lux
9,13.5,2.13,1.0,Lyft,Lyft XL
1,26.5,1.35,1.0,Uber,Black SUV
0,10.5,0.43,1.0,Lyft,Lux
9,42.0,6.26,1.0,Uber,Black SUV
15,8.5,2.73,1.0,Uber,UberPool
2,8.5,1.84,1.0,Uber,UberX
14,7.0,0.49,1.0,Uber,UberX
10,7.0,1.01,1.0,Lyft,Lyft
15,16.5,1.08,1.0,Lyft,Lux Black
23,7.0,1.99,1.0,Lyft,Shared
4,15.0,1.25,1.0,Uber,Black
15,26.0,1.22,1.0,Lyft,Lux Black XL
13,19.5,3.39,1.0,Lyft,Lyft XL
2,16.5,1.91,1.0,Lyft,Lux
22,13.0,3.09,1.0,Uber,WAV
5,22.5,3.21,2.0,Lyft,Lyft
5,7.0,2.13,1.0,Lyft,Shared
8,8.5,2.19,1.0,Uber,UberPool
20,9.0,2.56,1.0,Uber,UberX
12,26.0,1.41,1.0,Uber,Black SUV
13,8.0,1.69,1.0,Uber,UberPool
17,10.5,0.56,1.0,Uber,UberXL
11,11.0,0.49,1.0,Lyft,Lux
15,9.5,1.23,1.0,Uber,UberX
6,13.0,4.48,1.0,Uber,UberX
17,30.5,2.33,1.0,Uber,Black SUV
0,9.5,2.79,1.0,Uber,WAV
19,16.5,1.45,1.0,Lyft,Lux Black
12,8.5,2.17,1.0,Uber,UberX
22,10.5,3.16,1.0,Lyft,Lyft
